,date,user,region,tweet,location,location_2,map_url,lat,long,magnitude
44,2022-09-19 04:49:01+00:00,earthquakeBot," occurred 55.92mi ESE of Madang, Papua New Guinea. ","A 5.0 magnitude earthquake occurred 55.92mi ESE of Madang, Papua New Guinea. Details: https://t.co/ooXjR72Lrk Map: https://t.co/EvlYxRUgPm",Bismarck Sea,6R68HHHM+W9,"https://www.google.com/maps/place/5%C2%B025'12.7%22S+146%C2%B035'00.2%22E/@-5.4202,146.5834,385524m/data=!3m1!1e3!4m5!3m4!1s0x0:0x28e5f2b218aedfa3!8m2!3d-5.4202!4d146.5834?hl=e",-5.4202, 146.5834,5.0
45,2022-09-19 02:25:01+00:00,earthquakeBot, occurred in Taiwan. ,A 5.5 magnitude earthquake occurred in Taiwan. Details: https://t.co/hVwcCx069q Map: https://t.co/shIedITgJv,"981, Taiwan, Hualien County, Yuli Township, 松浦里","CC35+262 Yuli Township, Hualien County, Taiwan","https://www.google.com/maps/place/23%C2%B024'09.0%22N+121%C2%B024'28.8%22E/@23.4025,121.408,355399m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa95126a54aac15ab!8m2!3d23.4025!4d121.408?hl=e",23.4025, 121.408,5.5
47,2022-09-18 10:22:01+00:00,earthquakeBot," occurred 100.66mi W of Itoman, Japan. ","A 5.0 magnitude earthquake occurred 100.66mi W of Itoman, Japan. Details: https://t.co/3roOfvrkMU Map: https://t.co/2pdMOcrDIM",East China Sea,7QR862JV+QQ,"https://www.google.com/maps/place/26%C2%B013'55.2%22N+126%C2%B002'40.2%22E/@26.232,126.0445,347373m/data=!3m1!1e3!4m5!3m4!1s0x0:0x7f60cac01f8b10c0!8m2!3d26.232!4d126.0445?hl=e",26.232, 126.0445,5.0
48,2022-09-18 10:05:01+00:00,earthquakeBot," occurred 105.63mi W of Lata, Solomon Islands. ","A 5.5 magnitude earthquake occurred 105.63mi W of Lata, Solomon Islands. Details: https://t.co/D1aZgJhHRt Map: https://t.co/4JuMsX5Zli",Coral Sea,5VX656MQ+X9,"https://www.google.com/maps/place/10%C2%B048'54.4%22S+164%C2%B014'18.2%22E/@-10.8151,164.2384,380377m/data=!3m1!1e3!4m5!3m4!1s0x0:0x5cbfd2b1ded464b8!8m2!3d-10.8151!4d164.2384?hl=e",-10.8151, 164.2384,5.5
49,2022-09-18 09:58:01+00:00,earthquakeBot," occurred 50.95mi SE of Lugu, Taiwan. ","A 5.5 magnitude earthquake occurred 50.95mi SE of Lugu, Taiwan. Details: https://t.co/pUA3wVK3xa Map: https://t.co/KGTGU5mv3B","983, Taiwan, Hualien County, Fuli Township, 羅山村","57XX+F5J Fuli Township, Hualien County, Taiwan","https://www.google.com/maps/place/23%C2%B011'55.3%22N+121%C2%B017'52.4%22E/@23.1987,121.2979,355944m/data=!3m1!1e3!4m5!3m4!1s0x0:0x93741a67d34903ac!8m2!3d23.1987!4d121.2979?hl=e",23.1987, 121.2979,5.5
51,2022-09-18 09:04:01+00:00,earthquakeBot," occurred 53.44mi E of Yujing, Taiwan. ","A 5.2 magnitude earthquake occurred 53.44mi E of Yujing, Taiwan. Details: https://t.co/Z8gGZO4ema Map: https://t.co/hoBxjYim1T","959, Taiwan, Taitung County, Donghe Township, 北源村","377X+9Q9 Donghe Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B003'48.2%22N+121%C2%B017'58.2%22E/@23.0634,121.2995,356303m/data=!3m1!1e3!4m5!3m4!1s0x0:0x8ad0815c01606d2c!8m2!3d23.0634!4d121.2995?hl=e",23.0634, 121.2995,5.2
52,2022-09-18 08:29:01+00:00,earthquakeBot," occurred in Ryukyu Islands, Japan. ","A 5.2 magnitude earthquake occurred in Ryukyu Islands, Japan. Details: https://t.co/tXjm0xy551 Map: https://t.co/sRJ8w65FlE",East China Sea,7QR883P4+2H,"https://www.google.com/maps/place/26%C2%B020'06.4%22N+126%C2%B003'23.0%22E/@26.3351,126.0564,347064m/data=!3m1!1e3!4m5!3m4!1s0x0:0xab7b2961cfcd4cbe!8m2!3d26.3351!4d126.0564?hl=e",26.3351, 126.0564,5.2
53,2022-09-18 08:28:01+00:00,earthquakeBot," occurred in Ryukyu Islands, Japan. ","A 5.7 magnitude earthquake occurred in Ryukyu Islands, Japan. Details: https://t.co/zii74EvF3Z Map: https://t.co/67flktVoB3",East China Sea,7QR87237+3M,"https://www.google.com/maps/place/26%C2%B015'09.7%22N+126%C2%B000'51.1%22E/@26.2527,126.0142,347311m/data=!3m1!1e3!4m5!3m4!1s0x0:0xde68cc360ae409a0!8m2!3d26.2527!4d126.0142?hl=e",26.2527, 126.0142,5.7
54,2022-09-18 07:17:01+00:00,earthquakeBot," occurred 49.09mi E of Yujing, Taiwan. ","A 5.1 magnitude earthquake occurred 49.09mi E of Yujing, Taiwan. Details: https://t.co/10e84uOojH Map: https://t.co/rSvmmjr0Z2","958, Taiwan, Taitung County, Chishang Township, 富興村","36HJ+9XX Chishang Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B004'42.6%22N+121%C2%B013'57.0%22E/@23.0785,121.2325,356263m/data=!3m1!1e3!4m5!3m4!1s0x0:0x4c25a26545c9da7c!8m2!3d23.0785!4d121.2325?hl=e",23.0785, 121.2325,5.1
58,2022-09-18 06:53:01+00:00,earthquakeBot," occurred 54.06mi E of Yujing, Taiwan. ","A 5.2 magnitude earthquake occurred 54.06mi E of Yujing, Taiwan. Details: https://t.co/4k6x9ZVtWo Map: https://t.co/EA5r8zNzFh","959, Taiwan, Taitung County, Donghe Township, 北源村","38Q7+CXQ Donghe Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B005'19.0%22N+121%C2%B018'54.0%22E/@23.0886,121.315,356236m/data=!3m1!1e3!4m5!3m4!1s0x0:0x63d0e1b60d50bb6c!8m2!3d23.0886!4d121.315?hl=e",23.0886, 121.315,5.2
59,2022-09-18 06:53:01+00:00,earthquakeBot," occurred 50.33mi E of Yujing, Taiwan. ","A 7.2 magnitude earthquake occurred 50.33mi E of Yujing, Taiwan. Details: https://t.co/HSJ8dIvwje Map: https://t.co/PDlUun1ax7","958, Taiwan, Taitung County, Chishang Township, 大坡村","4763+CX5 Chishang Township, Taitung County, Taiwan","https://www.google.com/maps/place/23%C2%B006'39.6%22N+121%C2%B015'18.0%22E/@23.111,121.255,356177m/data=!3m1!1e3!4m5!3m4!1s0x0:0xa9e8dfd9a665bd54!8m2!3d23.111!4d121.255?hl=e",23.111, 121.255,7.2
60,2022-09-18 05:39:01+00:00,earthquakeBot, occurred in Taiwan. ,A 5.6 magnitude earthquake occurred in Taiwan. Details: https://t.co/YhaTRAgTAZ Map: https://t.co/4jr3ihdHAM,"983, Taiwan, Hualien County, Fuli Township, 豐南村","47HC+CWV Fuli Township, Hualien County, Taiwan","https://www.google.com/maps/place/23%C2%B007'43.0%22N+121%C2%B016'20.3%22E/@23.1286,121.2723,356130m/data=!3m1!1e3!4m5!3m4!1s0x0:0x1d1e6cbf51185be2!8m2!3d23.1286!4d121.2723?hl=e",23.1286, 121.2723,5.6
